Sentiment;Created at;Text;Hashtags
negativ;23.07.2016 08:40;this is too much  SDCC SDCC2016 ;[{u'indices': [18, 23], u'text': u'SDCC'}, {u'indices': [24, 33], u'text': u'SDCC2016'}]
negativ;23.07.2016 08:39;Today, please take a moment to mourn the loss of the golden era, otherwise known as SDCC 2015 ;[]
negativ;23.07.2016 08:40;Too accurate that it hurts ;[]
neutral;23.07.2016 08:38;"TRAILER ==&gt; Check out these new looks at SuicideSquad ...  |  ";[{u'indices': [44, 57], u'text': u'SuicideSquad'}]
neutral;23.07.2016 08:41;Vengeance is coming. Marvel AgentsofSHIELD SciFi Comedy Drama Action Mystery SDCC GhostRider ;[{u'indices': [21, 28], u'text': u'Marvel'}, {u'indices': [29, 44], u'text': u'AgentsofSHIELD'}, {u'indices': [45, 51], u'text': u'SciFi'}, {u'indices': [52, 59], u'text': u'Comedy'}, {u'indices': [60, 66], u'text': u'Drama'}, {u'indices': [67, 74], u'text': u'Action'}, {u'indices': [75, 83], u'text': u'Mystery'}, {u'indices': [84, 89], u'text': u'SDCC'}, {u'indices': [90, 101], u'text': u'GhostRider'}]
neutral;23.07.2016 08:36;Well look who it is.  SDCC ComicCon  Bang Bang ;[{u'indices': [32, 37], u'text': u'SDCC'}, {u'indices': [38, 47], u'text': u'ComicCon'}]
neutral;23.07.2016 08:40;We're at ComicCon. And so is this guy. See more photos. SDCC2016  SDCC ;[{u'indices': [9, 18], u'text': u'ComicCon'}, {u'indices': [57, 66], u'text': u'SDCC2016'}, {u'indices': [91, 96], u'text': u'SDCC'}]
positiv;23.07.2016 08:37;What did you do tonight? I watched the  girls perform. Which means I automatically win in life today. ;[]
neutral;23.07.2016 08:37;what is Lindsey doing ;[]
neutral;23.07.2016 08:35;What is this place!!! SDCC ComicCon ;[{u'indices': [22, 27], u'text': u'SDCC'}, {u'indices': [28, 37], u'text': u'ComicCon'}]
negativ;23.07.2016 08:38;"What she says: I'm fine.

What she means: i am not at sdcc and tHIS IS SO FUCKING UNACCEPTABLE AND UNFAIR IM GONNA FLING MYSELF INTO THE SUN";[]
positiv;23.07.2016 08:37;"what's it like at comiccon ?
this. 
sdcc crowds but still worth it.  ";[{u'indices': [18, 27], u'text': u'comiccon'}, {u'indices': [37, 42], u'text': u'sdcc'}, {u'indices': [43, 50], u'text': u'crowds'}]
neutral;23.07.2016 08:39;When will Hannibal be available for order ?   ;[]
positiv;23.07.2016 08:38;Wow... Thanks, thanks, thanks  It's amazing!!! :D! Arrow ;[{u'indices': [64, 70], u'text': u'Arrow'}]
negativ;23.07.2016 08:40;"YES to big action, HUGE NO to big deaths. We've had too many already.
Vikings SDCC  ";[{u'indices': [70, 78], u'text': u'Vikings'}, {u'indices': [79, 84], u'text': u'SDCC'}]
neutral;24.07.2016 08:55;  forget that, it's all about this. ;[]
neutral;24.07.2016 08:51;  The New Bond???? JamesBond barbarabroccoli stephenamell SDCC2016;[{u'indices': [32, 42], u'text': u'JamesBond'}, {u'indices': [43, 59], u'text': u'barbarabroccoli'}, {u'indices': [60, 73], u'text': u'stephenamell'}, {u'indices': [74, 83], u'text': u'SDCC2016'}]
neutral;24.07.2016 08:50; | SDCC: First Trailer for Guy Ritchie's 'King Arthur' Is Here ;[]
neutral;24.07.2016 08:53; hello, hi, waving, sdcc2016, san diego comic con ;[]
neutral;24.07.2016 08:53; hi, waving, sdcc2016, san diego comic con  ;[]
positiv;24.07.2016 08:52; it was so cool to meet you!!  It was a great SDCC :);[]
negativ;24.07.2016 08:56; now that I can sadly agree on. This sucks, it's happening (despite the literal boos at SDCC) and all we do now is wait.;[]
positiv;24.07.2016 08:54; OH.MY.GOD. I NEED THIS TO BE AMAZINGLY GOOD. ;[]
neutral;24.07.2016 08:54; This photo came out!  ;[]
neutral;24.07.2016 08:53;"""Life doesn't give you seat belts""
SDCC Batman Lego ";[{u'indices': [35, 40], u'text': u'SDCC'}, {u'indices': [41, 48], u'text': u'Batman'}, {u'indices': [49, 54], u'text': u'Lego'}]
positiv;24.07.2016 08:53;"""What I do is not up to you"" 

This is going to be so good!  ";[]
positiv;24.07.2016 08:55;*cries* it's so beautiful ;[]
negativ;24.07.2016 08:51;...... how about no ;[]
neutral;24.07.2016 08:52;[SDCC2016] Primer vistazo al Buitre en Spider-Man: Homecoming: ;[]
positiv;24.07.2016 08:51;2017 should be pretty dam sweet for comic movies. SDCC is great for hype;[]
positiv;24.07.2016 08:54;"5 mins. of fame? His panel actually turned out to be quite huge; more than 50%... So KevinSmith still has IT. SDCC ";[{u'indices': [85, 96], u'text': u'KevinSmith'}, {u'indices': [111, 116], u'text': u'SDCC'}]
positiv;24.07.2016 08:53;Absolutely loving  tweets from SDCC. BlackHeroesMatter;[{u'indices': [55, 73], u'text': u'BlackHeroesMatter'}]
positiv;24.07.2016 08:55;Actually want to see this movie ;[]
positiv;24.07.2016 08:53;"After watching a multitude of trailers, movies I'm excited for: Fantastic Beasts, Kong Skull Island &amp; Justice League??? SDCC2016";[{u'indices': [124, 133], u'text': u'SDCC2016'}]
positiv;24.07.2016 08:51;Ahh man these marvel panels at SDCC are killing me!  The excitement level is at a 100 right now.;[]
positiv;24.07.2016 08:54;Ahhhh can't wait for season 6!!!!! ;[]
positiv;24.07.2016 08:52;All the trailers from SDCC2016 are looking really neat, I must say.;[{u'indices': [22, 31], u'text': u'SDCC2016'}]
positiv;24.07.2016 08:51;Always love your coverage of SDCC2016   thanks for all the hard work!;[{u'indices': [29, 38], u'text': u'SDCC2016'}]
positiv;24.07.2016 08:52;Alycia's outfit for SDCC2016 are the biggest blessing ;[{u'indices': [20, 29], u'text': u'SDCC2016'}]
positiv;24.07.2016 08:52;AMAZIGG ;[]
neutral;24.07.2016 08:50;"Anonymous said: The sdcc organizer setting a second table 3 minutes before the panel, ""We love everyone... ";[]
neutral;24.07.2016 08:52;Arrow Season 5 SDCC Promo ;[]
neutral;24.07.2016 08:56;BABBYYY ;[]
neutral;24.07.2016 08:52;Bad parking was found near SDCC. Quote from recently acquired magnet seems appropriate. ;[]
positiv;24.07.2016 08:55;Badass wonder woman trailer,  as captain marvel and JusticeLeague trailer this might be the best SDCC ever;[{u'indices': [63, 77], u'text': u'JusticeLeague'}, {u'indices': [109, 114], u'text': u'SDCC'}]
positiv;24.07.2016 08:54;basically SDCC looked good last night.;[]
positiv;24.07.2016 08:53;Best day ever at sdcc ;[]
positiv;24.07.2016 08:50;BEST PIC OF SDCC SO FAR ;[]
positiv;24.07.2016 08:53;Best thing about SDCC is all the new trailers *grabby hands*;[{u'indices': [17, 22], u'text': u'SDCC'}]
positiv;24.07.2016 08:53;Bitch. Fucking YES!!!!!! ;[]
negativ;24.07.2016 08:55;BUT WHERE THE FUCK IS BUCKY ;[]
negativ;24.07.2016 08:51;can't cope with all this marvel and dc news from sdcc it's too much;[]
negativ;24.07.2016 08:51;Can't wait for SC impending ending ;[]
positiv;24.07.2016 08:52;Can't waittttt ;[]
neutral;24.07.2016 08:51;Che filmone! ;[]
neutral;24.07.2016 08:54;Check out the new ComicCon trailer for SuicideSquad!  SDCC2016 ComicCon2016  ;[{u'indices': [18, 27], u'text': u'ComicCon'}, {u'indices': [40, 53], u'text': u'SuicideSquad'}, {u'indices': [79, 88], u'text': u'SDCC2016'}, {u'indices': [89, 102], u'text': u'ComicCon2016'}]
positiv;24.07.2016 08:53;"click away.  The easiest way to stay fit without exercise. Hit link to stay fit
  SDCC2016";[{u'indices': [105, 114], u'text': u'SDCC2016'}]
neutral;24.07.2016 08:56;Come outtttt already ;[]
positiv;24.07.2016 08:55;Congratulations   ;[]
neutral;24.07.2016 08:55;"COSTUME N JACKETS
VIEW: 

Captain Marvel VASC auspol Black Panther SDCC2016 PokemonGO 2 ";[{u'indices': [64, 69], u'text': u'VASC'}, {u'indices': [70, 77], u'text': u'auspol'}, {u'indices': [92, 101], u'text': u'SDCC2016'}, {u'indices': [102, 112], u'text': u'PokemonGO'}]
positiv;24.07.2016 08:51;Date saved. ;[]
neutral;24.07.2016 08:54;David Ramsey for Arrow at SDCC2016  via  Diggle;[{u'indices': [17, 23], u'text': u'Arrow'}, {u'indices': [27, 36], u'text': u'SDCC2016'}, {u'indices': [74, 81], u'text': u'Diggle'}]
neutral;24.07.2016 08:51;"DC :here have all the trailers 
Marvel: will give you a trailer 
SDCC2016 HallH";[{u'indices': [65, 74], u'text': u'SDCC2016'}, {u'indices': [75, 81], u'text': u'HallH'}]
neutral;24.07.2016 08:51;DCComics News: SDCC 2016: The Flash Season 3 Trailer Has Been Released  ;[]
neutral;24.07.2016 08:56;"Doctor Strange Official Trailer 2 - SDCC
";[{u'indices': [36, 41], u'text': u'SDCC'}]
positiv;24.07.2016 08:54;DoctorStrange is unlike any other MarvelStudios film. judging by the trailer looks awesome ! SDCC2016 MarvelSDCC;[{u'indices': [0, 14], u'text': u'DoctorStrange'}, {u'indices': [35, 49], u'text': u'MarvelStudios'}, {u'indices': [95, 104], u'text': u'SDCC2016'}, {u'indices': [105, 116], u'text': u'MarvelSDCC'}]
positiv;24.07.2016 08:50;Double WOW!!! ;[]
neutral;24.07.2016 08:53;"Everyone gives Aquaman shit for talking to fish but no one gives WW guff over her ability to talk to every other animal
FizzVsComics SDCC";[{u'indices': [120, 133], u'text': u'FizzVsComics'}, {u'indices': [134, 139], u'text': u'SDCC'}]
negativ;24.07.2016 08:50;EXCUSE ME WHILE I CRY MY EYES OUT ;[]
neutral;24.07.2016 08:51;"Ezra Miller as Barry Allen in the first trailer for JusticeLeague SDCC2016  MORE &gt;&gt; ";[{u'indices': [52, 66], u'text': u'JusticeLeague'}, {u'indices': [67, 76], u'text': u'SDCC2016'}]
neutral;24.07.2016 08:51;"Ezra Miller has arrived in San Diego for Comic Con! FantasticBeasts JusticeLeague SDCC  MORE &gt;&gt; ";[{u'indices': [52, 68], u'text': u'FantasticBeasts'}, {u'indices': [69, 83], u'text': u'JusticeLeague'}, {u'indices': [84, 89], u'text': u'SDCC'}]
negativ;24.07.2016 08:50;fuck this  ;[]
positiv;24.07.2016 08:53;Fuck yea ;[]
neutral;24.07.2016 08:52;Getting ready for sdcc on Sunday. Going to enter some tournaments at the Nintendo playground;[{u'indices': [18, 23], u'text': u'sdcc'}]
neutral;24.07.2016 08:51;Gif ~ hello, hi, waving, sdcc2016, san diego comic con ;[]
neutral;24.07.2016 08:51;gif time  hello, hi, waving, sdcc2016, san diego comic con ;[{u'indices': [0, 4], u'text': u'gif'}, {u'indices': [5, 10], u'text': u'time'}]
neutral;24.07.2016 08:55;gif you  hello, hi, waving, sdcc2016, san diego comic con ;[{u'indices': [0, 4], u'text': u'gif'}, {u'indices': [5, 9], u'text': u'you'}]
positiv;24.07.2016 08:52;Good morning beautiful people and may we all enjoy today PrisonBreak SDCC2016;[{u'indices': [57, 69], u'text': u'PrisonBreak'}, {u'indices': [70, 79], u'text': u'SDCC2016'}]
positiv;24.07.2016 08:52;Good news for  her favourite actress gets a CW series regular contract! ;[]
positiv;24.07.2016 08:52;"Good night all. I leave you with LukeCage
You are in good hands.
Marvel's Luke Cage - SDCC - Teaser  
 via ";[{u'indices': [33, 42], u'text': u'LukeCage'}]
neutral;24.07.2016 08:56;had to take apart my editing pc so reviews will start back up tomorrow! also me and  will be talking all things SDCC this week!;[]
neutral;24.07.2016 08:51;hello, hi, waving, sdcc2016, san diego comic con ;[]
neutral;24.07.2016 08:54;heroichollywood: First Trailer For FX's 'Legion' Debuts At SDCC  ;[]
neutral;24.07.2016 08:52;hey i am curious did you like the flash's suit in the JL trailer? SDCC JusticeLeague;[{u'indices': [66, 71], u'text': u'SDCC'}, {u'indices': [72, 86], u'text': u'JusticeLeague'}]
neutral;24.07.2016 08:56;hey internet, what's up! time to watch all those SDCC trailers I never got around to last night :o;[]
positiv;24.07.2016 08:56;Hey look! All amazing people in one pic! My God! It's a treasure!!!! ;[]
positiv;24.07.2016 08:56;i couldn't be happier than everything that happened at SDCC this year. eventhou all avengers casts and brett dalton weren't there;[]
positiv;24.07.2016 08:53;"I don't care if it is any good or not!  If   is in it I HAVE to see it &lt;3 ! myonlyrealcelebritycrush ";[{u'indices': [90, 115], u'text': u'myonlyrealcelebritycrush'}]
positiv;24.07.2016 08:55;I don't want to like it but fuck this looks amazing. I'm torn between boycotting due to whitewashing and liking it ;[]
neutral;24.07.2016 08:55;i feel.things ;[]
positiv;24.07.2016 08:51;I just entered to win a copy of  'The Fangirl LIfe' and you can too! Enter here:  SDCC2016;[{u'indices': [123, 132], u'text': u'SDCC2016'}]
positiv;24.07.2016 08:56;I JUST WANT TO BE AT SDCC;[{u'indices': [21, 26], u'text': u'SDCC'}]
positiv;24.07.2016 08:55;I liked a  video  Teenage Mutant Ninja Turtles | 'Don vs. Raph' by Jhonen Vasquez from SDCC | Nick;[]
positiv;24.07.2016 08:54;I love  Cast. That's it. Thank you and I bid you all a good day. squadgoals GothamSDCC ;[{u'indices': [72, 83], u'text': u'squadgoals'}, {u'indices': [84, 95], u'text': u'GothamSDCC'}]
neutral;24.07.2016 08:50;I think we get used to seeing actors in character, and forget they're just a pack of big ol' theater nerds, too.  ;[]
positiv;24.07.2016 08:52;I want to go to SDCC. PLEASEEEEE;[]
positiv;24.07.2016 08:51;I want to watch it over and over again and again. ;[]
negativ;24.07.2016 08:50;If SDCC2016 could just calm down please, I've got too many trailers to watch!;[{u'indices': [3, 12], u'text': u'SDCC2016'}]
neutral;24.07.2016 08:53;I'm alive! ;[]
neutral;24.07.2016 08:55;IM SHOOK  ;[]
negativ;24.07.2016 08:54;im so emotional about the SU panel at SDCC... especially that one question about the LGBTQ/woman empowerment themes... GOD;[]
negativ;24.07.2016 08:54;In other news, I'm incredibly jealous of everyone at SDCC2016, also the sky is blue. oneyeariwillgoanditwillbeawesome;[{u'indices': [53, 62], u'text': u'SDCC2016'}, {u'indices': [86, 119], u'text': u'oneyeariwillgoanditwillbeawesome'}]
positiv;24.07.2016 08:52;In the office we got excited about DoctorStrange, WonderWoman and LukeCage. Bring it! SDCC2016;[{u'indices': [35, 49], u'text': u'DoctorStrange'}, {u'indices': [51, 63], u'text': u'WonderWoman'}, {u'indices': [68, 77], u'text': u'LukeCage'}, {u'indices': [89, 98], u'text': u'SDCC2016'}]
neutral;24.07.2016 08:54;"INTRODUCTION OF BENEDICT 
at the SDCC Marvel panel
 ";[{u'indices': [33, 38], u'text': u'SDCC'}]
neutral;24.07.2016 08:54;It's ridiculous to say that DC have had a better SDCC2016 than  on the simple fact that they won't release any footage shown.;[{u'indices': [49, 58], u'text': u'SDCC2016'}]
neutral;24.07.2016 08:55;I've never been to an SDCC, but I've heard some yarns, I'll tell you what. Credulity bendsthemind ;[{u'indices': [22, 27], u'text': u'SDCC'}, {u'indices': [76, 86], u'text': u'Credulity'}, {u'indices': [87, 100], u'text': u'bendsthemind'}]
positiv;24.07.2016 08:51;Just watched the backstage party videos of Katheryn Winnick. I wanna go there too. Please. SDCC2016;[{u'indices': [91, 100], u'text': u'SDCC2016'}]
neutral;24.07.2016 08:52;Last 2 weeks ;[]
neutral;24.07.2016 08:51;Latest  | hello, hi, waving, sdcc2016, san diego comic con https://t.co/KbgPhWxa;[]
neutral;24.07.2016 08:53;LEGION TRAILER (SDCC) ;[]
positiv;24.07.2016 08:55;"Lets take a look at some of the incredible Harley Quinn cosplay we saw at SDCC2016 ! IGNAccess
 gamedev";[{u'indices': [74, 83], u'text': u'SDCC2016'}, {u'indices': [86, 96], u'text': u'IGNAccess'}, {u'indices': [121, 129], u'text': u'gamedev'}]
neutral;24.07.2016 08:52;LOL        welcome ;[]
positiv;24.07.2016 08:54;LOVE~! hello, hi, waving, sdcc2016, san diego comic con ;[]
neutral;24.07.2016 08:56;Marvel Announces The Cast Of BLACK PANTHER Including THE WALKING DEAD's Danai Gurira) ;[]
positiv;24.07.2016 08:56;Marvellous.! can't wait of this fall..! ChangeTheDestiny ;[{u'indices': [40, 57], u'text': u'ChangeTheDestiny'}]
neutral;24.07.2016 08:53;me after seeing/reading SDCC moments and announcements: ;[]
neutral;24.07.2016 08:54;Me not being at SDCC2016 like ;[{u'indices': [16, 25], u'text': u'SDCC2016'}]
neutral;24.07.2016 08:53;Me wondering when the  will drop their SDCC podcast episode... ;[]
positiv;24.07.2016 08:50;More than ready ;[]
neutral;24.07.2016 08:50;Multipass? ;[]
positiv;24.07.2016 08:50;My body is ready  ;[]
neutral;24.07.2016 08:56;NEVER THOUGHT THAT THESE TWO HAS ACCENTS ;[]
neutral;24.07.2016 08:52;"New &amp; Trending! hello, hi, waving, sdcc2016, san diego comic con ResearchPreneur via Giphy  ";[{u'indices': [69, 85], u'text': u'ResearchPreneur'}]
neutral;24.07.2016 08:51;NEW DOCTOR STRANGE TRAILER!!  ;[]
neutral;24.07.2016 08:52;New post: Arrow Season 5 SDCC Promo ;[]
neutral;24.07.2016 08:53;New trending GIF tagged hello, hi, waving, sdcc2016, san diego comic con (  ) ;[]
neutral;24.07.2016 08:54;New trending GIF via Giphy  gif ;[{u'indices': [51, 55], u'text': u'gif'}]
neutral;24.07.2016 08:53;Newt ;[]
positiv;24.07.2016 08:56;Nice little insight into Season 7 here and love the  quote at the end. GoTAtlantic  ;[{u'indices': [79, 91], u'text': u'GoTAtlantic'}]
neutral;24.07.2016 08:53;Nigga in extreme right looks like the older version of Alexis Sanchez ;[]
positiv;24.07.2016 08:54;Oh WOW ;[]
neutral;24.07.2016 08:54;ok this does look cool but i still dk why they went with bendysnap carrotstick  ;[]
negativ;24.07.2016 08:56;omg i forgot about the EW SDCC portraits!!!!;[]
neutral;24.07.2016 08:55;On the waterfront. terry SDCC2016 fratting;[{u'indices': [19, 25], u'text': u'terry'}, {u'indices': [26, 35], u'text': u'SDCC2016'}, {u'indices': [36, 45], u'text': u'fratting'}]
positiv;24.07.2016 08:51;Ooh! More trailers to check out this morning - thank you SDCC ComicCon2016;[{u'indices': [57, 62], u'text': u'SDCC'}, {u'indices': [63, 76], u'text': u'ComicCon2016'}]
positiv;24.07.2016 08:55;Ooooh  lucky us!  ;[]
positiv;24.07.2016 08:53;"Orphan Black&amp;The Originals cast. Best and best. that's all I wanted to say SDCC2016";[{u'indices': [79, 88], u'text': u'SDCC2016'}]
positiv;24.07.2016 08:50;Probably my favourite news from SDCC ;[]
negativ;24.07.2016 08:56;Sad I didn't get to go to SDCC, but there are so many other things afoot over here, that I wouldn't have had time to enjoy it properly.;[]
neutral;24.07.2016 08:53;SDCC 2016: Ghost Rider Confirmed for Marvel's Agents of S.H.I.E.L.D.  via ;[]
neutral;24.07.2016 08:51;"SDCC 2016: Once Upon A Time - Lana Parrilla &amp; Jared Gilmore ";[]
neutral;24.07.2016 08:54;SDCC AskSherlockHow is going about Moriarity?How can Moriarity fake his dead?;[{u'indices': [0, 5], u'text': u'SDCC'}, {u'indices': [6, 21], u'text': u'AskSherlockHow'}]
neutral;24.07.2016 08:55;"SDCC: ""LEGO Batman Movie"" Trailer Sees Return of Will Arnett's Brick Knight | Comic Book Resources  via ";[]
negativ;24.07.2016 08:52;Seriously. Why isn't  at SDCC2016? Huge missed opportunity. Especially showing off VR  you want to get on that?;[{u'indices': [33, 42], u'text': u'SDCC2016'}, {u'indices': [92, 95], u'text': u'VR'}]
positiv;24.07.2016 08:56;she's queen of 2k16 SDCC wtf ;[]
neutral;24.07.2016 08:53;SHOT ;[]
positiv;24.07.2016 08:54;So amazing ;[]
neutral;24.07.2016 08:52;So I went to sdcc to the Impractical Jokers Party which was awesome! Saw all the guys and was liiiiterally 1 ft away from Murr at 1 point;[{u'indices': [13, 18], u'text': u'sdcc'}]
negativ;24.07.2016 08:52;So many things gg on at the SDCC2016 I cant keep up;[{u'indices': [28, 37], u'text': u'SDCC2016'}]
positiv;24.07.2016 08:53;So what did you all think of this news? Are you excited? ;[]
neutral;24.07.2016 08:55;"Sophie Turner and Iwan Rheon at the Game of Thrones SDCC 2016 Panel



-G ";[]
neutral;24.07.2016 08:52;"Still waiting for a photo of  &amp;  at SDCC";[{u'indices': [60, 65], u'text': u'SDCC'}]
neutral;24.07.2016 08:55;"Tallahassee 
1 Pokemon
2 DNCLeaks
3 SDCC
4 Jimbo Fisher
5 Gucci
6 WhatIdDoFor1000Dollars
7 ThatPersonWho ";[{u'indices': [15, 23], u'text': u'Pokemon'}, {u'indices': [26, 35], u'text': u'DNCLeaks'}, {u'indices': [38, 43], u'text': u'SDCC'}, {u'indices': [69, 92], u'text': u'WhatIdDoFor1000Dollars'}, {u'indices': [95, 109], u'text': u'ThatPersonWho'}]
neutral;24.07.2016 08:51;That second picture is a the tower of terror switched up lol ? ;[]
neutral;24.07.2016 08:53;Thats how i died ;[]
neutral;24.07.2016 08:51;The Edge On Marketing  is out!  Stories via   sdcc marketing;[{u'indices': [96, 101], u'text': u'sdcc'}, {u'indices': [102, 112], u'text': u'marketing'}]
neutral;24.07.2016 08:53;The latest CPC-Consulting Daily!  sdcc arrow;[{u'indices': [57, 62], u'text': u'sdcc'}, {u'indices': [63, 69], u'text': u'arrow'}]
neutral;24.07.2016 08:52;The latest El Market Intelligence Diario!  Thanks to  travel sdcc;[{u'indices': [91, 98], u'text': u'travel'}, {u'indices': [99, 104], u'text': u'sdcc'}]
neutral;24.07.2016 08:53;The latest Gem Group Headlines!  Thanks to    sdcc entertainment;[{u'indices': [107, 112], u'text': u'sdcc'}, {u'indices': [113, 127], u'text': u'entertainment'}]
neutral;24.07.2016 08:51;The latest Radio Freedom!  forthehorde sdcc2016;[{u'indices': [50, 62], u'text': u'forthehorde'}, {u'indices': [63, 72], u'text': u'sdcc2016'}]
neutral;24.07.2016 08:52;The latest Synchronicity   sdcc2016 wonderwoman75;[{u'indices': [65, 74], u'text': u'sdcc2016'}, {u'indices': [75, 89], u'text': u'wonderwoman75'}]
neutral;24.07.2016 08:55;The latest The Albareh Daily!  Thanks to    marvelsdcc sdcc2016;[{u'indices': [107, 118], u'text': u'marvelsdcc'}, {u'indices': [119, 128], u'text': u'sdcc2016'}]
neutral;24.07.2016 08:56;The latest The DotNET Times!  Thanks to    kolkata sdcc2016;[{u'indices': [103, 111], u'text': u'kolkata'}, {u'indices': [112, 121], u'text': u'sdcc2016'}]
neutral;24.07.2016 08:51;The latest The high-tech Daily FR/EN!  Thanks to   sdcc2016 wonderwoman75;[{u'indices': [102, 111], u'text': u'sdcc2016'}, {u'indices': [112, 126], u'text': u'wonderwoman75'}]
neutral;24.07.2016 08:52;The latest The Italy Property Daily!  sdcc ewcomiccon;[{u'indices': [61, 66], u'text': u'sdcc'}, {u'indices': [67, 78], u'text': u'ewcomiccon'}]
neutral;24.07.2016 08:51;The latest The Party Pals Daily!  Thanks to    sdcc comiccon;[{u'indices': [107, 112], u'text': u'sdcc'}, {u'indices': [113, 122], u'text': u'comiccon'}]
neutral;24.07.2016 08:52;The latest Today in HotelsLaconia !!  lp sdcc;[{u'indices': [61, 64], u'text': u'lp'}, {u'indices': [65, 70], u'text': u'sdcc'}]
positiv;24.07.2016 08:50;THE ONLY MARVEL CAST THAT MATTERS ;[]
neutral;24.07.2016 08:51;THE SCORE IS MAKING MY HEa HU ;[]
neutral;24.07.2016 08:52;"The Vampire Diaries cast at SDCC2016 

TVDForever TVDS8 tvd TVDFamily ComicCon2016 friendship tvdcast ";[{u'indices': [28, 37], u'text': u'SDCC2016'}, {u'indices': [40, 51], u'text': u'TVDForever'}, {u'indices': [52, 58], u'text': u'TVDS8'}, {u'indices': [59, 63], u'text': u'tvd'}, {u'indices': [64, 74], u'text': u'TVDFamily'}, {u'indices': [75, 88], u'text': u'ComicCon2016'}, {u'indices': [89, 100], u'text': u'friendship'}, {u'indices': [101, 109], u'text': u'tvdcast'}]
negativ;24.07.2016 08:51;The worst thing about all the SDCC in my feed is knowing that I lacked the mental ability to enjoy it when I was there.;[]
positiv;24.07.2016 08:52;These ComicCon2016 trailers are insane. DoctorStrange MarvelSDCC  ;[{u'indices': [6, 19], u'text': u'ComicCon2016'}, {u'indices': [41, 55], u'text': u'DoctorStrange'}, {u'indices': [56, 67], u'text': u'MarvelSDCC'}]
positiv;24.07.2016 08:53;theyre all so attractive im Sweatin ;[]
neutral;24.07.2016 08:53;This film is gonna be soooo trippy ;[]
positiv;24.07.2016 08:52;This I also saw coming and who better than Elizabeth Debicki as Ayesha? :) ;[]
positiv;24.07.2016 08:52;This is SO exciting! Nothing but great feedback at SDCC2016. Valerian muchexcites  ;[{u'indices': [51, 60], u'text': u'SDCC2016'}, {u'indices': [62, 71], u'text': u'Valerian'}, {u'indices': [72, 84], u'text': u'muchexcites'}]
positiv;24.07.2016 08:51;This looks amazing. ;[]
positiv;24.07.2016 08:56;This made my weekend! I can't wait ;[]
neutral;24.07.2016 08:53;Tsano Chad make sure don't make vedu Danai carry huni nemusoro in one scene  ;[]
neutral;24.07.2016 08:52;"TT NEW ZEALAND 20:52
1.MastermindNZ
2.TheBlockNZ
3.nzgather
4.6YearsOfOneDirection
5.Wonder Woman
6.SDCC2016
7.Chiefs";[{u'indices': [23, 36], u'text': u'MastermindNZ'}, {u'indices': [39, 50], u'text': u'TheBlockNZ'}, {u'indices': [53, 62], u'text': u'nzgather'}, {u'indices': [65, 86], u'text': u'6YearsOfOneDirection'}, {u'indices': [104, 113], u'text': u'SDCC2016'}]
neutral;24.07.2016 08:56;"Tyler: At the beggining Scott doesn't realize what his missing but when he does, he gets obsessed and tries to rescue Stiles
Teenwolf SDCC";[{u'indices': [125, 134], u'text': u'Teenwolf'}, {u'indices': [135, 140], u'text': u'SDCC'}]
neutral;24.07.2016 08:54;"Tyler: No he can't! There is only one alpha, 
Teenwolf SDCC";[{u'indices': [46, 55], u'text': u'Teenwolf'}, {u'indices': [56, 61], u'text': u'SDCC'}]
neutral;24.07.2016 08:52;TylerHoechlin Supergirl Interview SDCC Entertainment Weekly ;[{u'indices': [0, 14], u'text': u'TylerHoechlin'}, {u'indices': [15, 25], u'text': u'Supergirl'}]
negativ;24.07.2016 08:54;ugh I can't wait  ;[]
positiv;24.07.2016 08:52;VERY RARE toxie for sale TOMORROW ONLY at SDCC! Hurry before it's gone! Only $10,000!!!!   ;[{u'indices': [42, 47], u'text': u'SDCC'}]
neutral;24.07.2016 08:55;Vote for this headline!   Time for the  sdcc party!! ;[{u'indices': [60, 65], u'text': u'sdcc'}]
positiv;24.07.2016 08:52;WE EATIN GOOD TONITE ! ;[]
negativ;24.07.2016 08:50;well this is traumatic  ;[]
positiv;24.07.2016 08:52;WHAT A GREAT DAY ;[]
neutral;24.07.2016 08:51;"When I saw the clip with Aladdin &amp; Jafar I wondered if Jasmine was coming too ...  Aces!! OUAT ";[{u'indices': [106, 111], u'text': u'OUAT'}]
negativ;24.07.2016 08:53;"Whenever I hear ""Is She With You,"" I suddenly want to kick somebody's ass. Coincidence? ";[]
neutral;24.07.2016 08:51;WHERE THE HELL IS BUCKY?! ;[]
negativ;24.07.2016 08:56;Why must I be poor and not in California? SDCC I need you;[]
negativ;24.07.2016 08:51;why r u looking over there bae I'm right here ;[]
neutral;24.07.2016 08:51;Wonder Woman looks better than Justice League from the trailers anyway SDCC2016 DC;[{u'indices': [71, 80], u'text': u'SDCC2016'}, {u'indices': [81, 84], u'text': u'DC'}]
neutral;24.07.2016 08:50;"WONDER WOMAN

Starring

SOME FUCKING GUY

And

WONDER WOMAN ";[]
positiv;24.07.2016 08:52;WonderWoman puts her Lasso of Truth to good use in the SDCC2016 trailer:  ;[{u'indices': [0, 12], u'text': u'WonderWoman'}, {u'indices': [56, 65], u'text': u'SDCC2016'}]
neutral;24.07.2016 08:51;Yall . ;[]
neutral;24.07.2016 08:54;You need this framed in your room lol  ;[]
positiv;24.07.2016 08:53;Yyyyeessssssssssssss ;[]
